iter	RMSE
191	5.017399113
192	5.013934165
193	5.010656684
194	5.005816137
195	5.001661008
196	4.998899023
197	4.995452862
198	4.992719455
199	4.988641575
200	4.986392757
201	4.983613293
202	4.979550121
203	4.974837411
204	4.970902089
205	4.966309077
206	4.963219428
207	4.957750098
208	4.952870519
209	4.949686714
210	4.946099214
211	4.94222292
212	4.939217847
213	4.934259073
214	4.931630526
215	4.927739993
216	4.925205587
217	4.922480079
218	4.91880154
219	4.91674913
220	4.914651123
221	4.911679663
222	4.906695704
223	4.905961659
224	4.901484821
225	4.898032889
226	4.894361022
227	4.890341812
228	4.886855468
229	4.8819328
230	4.879627771
231	4.87703908
232	4.873296477
233	4.871693619
234	4.86794865
235	4.864602268
236	4.860951318
237	4.858674007
238	4.855715428
239	4.852729455
240	4.849276751
241	4.848366663
242	4.845185166
243	4.841646461
244	4.839329744
245	4.837587387
246	4.834045111
247	4.831203605
248	4.828017583
249	4.822495878
250	4.819256119
251	4.816480197
252	4.814099275
253	4.809208669
254	4.805275903
255	4.801284692
256	4.799824316
257	4.798769304
258	4.795032376
259	4.791759337
260	4.787226641
261	4.783694508
262	4.778986005
263	4.774331076
264	4.772585811
265	4.771490602
266	4.767932534
267	4.765702597
268	4.763278698
269	4.759472836
270	4.756677026
271	4.753783226
272	4.750824005
273	4.746681817
274	4.743139091
275	4.740221915
276	4.736676355
277	4.734770823
278	4.729997784
279	4.727370934
280	4.725271382
281	4.722484449
282	4.718724959
283	4.716088846
284	4.714109938
285	4.710519653
286	4.709243348
287	4.703195325
288	4.697277373
289	4.695077354
290	4.693013668
291	4.688274061
292	4.686142433
293	4.684355931
294	4.683575163
295	4.680854588
296	4.679243022
297	4.677183289
298	4.676769506
299	4.674296997
300	4.671710525
301	4.666792568
302	4.663815225
303	4.659482444
304	4.655269746
305	4.653601457
306	4.650857893
307	4.648593833
308	4.643494388
309	4.641250778
310	4.638171337
311	4.635142908
312	4.631430748
313	4.629326047
314	4.627813521
315	4.62598398
316	4.623361164
317	4.617544203
318	4.613733474
319	4.610709915
320	4.608743104
321	4.6074477
322	4.605975627
323	4.602358205
324	4.599059413
325	4.596029741
326	4.593042958
327	4.587203924
328	4.585941765
329	4.583142167
330	4.579822127
331	4.576724205
332	4.573104813
333	4.571321681
334	4.568252273
335	4.562404898
336	4.55894547
337	4.556116012
338	4.55217641
339	4.550113002
340	4.549672417
341	4.544542728
342	4.543693509
343	4.540702704
344	4.537508512
345	4.532145839
346	4.529982242
347	4.527097245
348	4.523194042
349	4.519758885
350	4.51673462
351	4.512336718
352	4.509380695
353	4.506881226
354	4.503619118
355	4.502298777
356	4.498645714
357	4.498272843
358	4.495349234
359	4.493253934
360	4.489144723
361	4.485652055
362	4.481109108
363	4.478011889
364	4.475061334
365	4.471961465
366	4.468408514
367	4.464562859
368	4.461449095
369	4.459780435
370	4.45685082
371	4.45476145
372	4.450314427
373	4.449654931
374	4.446599873
375	4.443518197
376	4.440974998
377	4.436938372
378	4.434262998
379	4.433130064
380	4.429599549
381	4.428423379
382	4.426355274
383	4.424238511
384	4.421345848
385	4.418527573
386	4.415126903
387	4.412414559
388	4.408648565
389	4.405896982
390	4.404348579
391	4.400901197
392	4.397200977
393	4.395119897
394	4.392834334
395	4.390648671
396	4.389384459
397	4.387103022
398	4.383757955
399	4.382461053
400	4.378457425
401	4.375981112
402	4.373111997
403	4.371395093
404	4.369887785
405	4.365576713
406	4.361077794
407	4.359053252
408	4.355151794
409	4.352026186
410	4.351330391
411	4.349739044
412	4.346373092
413	4.344236604
414	4.340326915
415	4.33741795
416	4.33554704
417	4.332490713
418	4.33052575
419	4.327462126
420	4.326002374
421	4.323030993
422	4.321267276
423	4.319387347
424	4.316073239
425	4.314410913
426	4.310780889
427	4.306443561
428	4.304536211
429	4.302403654
430	4.300328879
431	4.297360167
432	4.295697977
433	4.291951881
434	4.290091403
435	4.288934337
436	4.286384943
437	4.282776855
438	4.278421983
439	4.278309811
440	4.275815409
441	4.272846287
442	4.269873069
443	4.266071661
444	4.262197299
445	4.259502949
446	4.257218979
447	4.254694857
448	4.25177229
449	4.24969522
450	4.244821403
451	4.242351075
452	4.240275821
453	4.238770078
454	4.23706535
455	4.233771804
456	4.230150927
457	4.227770801
458	4.224254759
459	4.2230374
460	4.220211171
461	4.215262284
462	4.214069347
463	4.211719987
464	4.209753949
465	4.207634545
466	4.204688511
467	4.201488327
468	4.199364454
469	4.19464281
470	4.193073704
471	4.190256957
472	4.18797524
473	4.185292841
474	4.181990339
475	4.179201912
476	4.177758928
477	4.175176248
478	4.17252171
479	4.170309164
480	4.167678855
481	4.164021345
482	4.160245834
483	4.158392236
484	4.157055928
485	4.153844809
486	4.152769809
487	4.148548167
488	4.145943973
489	4.141107572
490	4.135934158
491	4.133861605
492	4.129660076
493	4.126255274
494	4.12467159
495	4.122452506
496	4.119974942
497	4.119119592
498	4.11610374
499	4.114649435
500	4.112100961
501	4.110572557
502	4.10819931
503	4.105234626
504	4.10217678
505	4.100399155
506	4.09873583
507	4.096432305
508	4.094509222
509	4.090489606
510	4.088096327
511	4.086059243
512	4.084178685
513	4.080361293
514	4.078668165
515	4.076852626
516	4.074514671
517	4.069699758
518	4.068093936
519	4.065089916
520	4.063264688
521	4.06083637
522	4.057094831
523	4.053237474
524	4.050531258
525	4.047059034
526	4.043897348
527	4.041233605
528	4.038030756
529	4.03646573
530	4.032521969
531	4.031498743
532	4.028635568
533	4.024545654
534	4.020360151
535	4.016665629
536	4.014714117
537	4.011255623
538	4.007901788
539	4.005908516
540	4.003735929
541	4.000521844
542	3.99827573
543	3.99659101
544	3.995114141
545	3.992463974
546	3.990459825
547	3.987507426
548	3.986790138
549	3.984940229
550	3.981957953
551	3.97921717
552	3.975736506
553	3.973963601
554	3.970949262
555	3.967688245
556	3.965851868
557	3.96293576
558	3.960158008
559	3.95605564
560	3.955149288
561	3.953009343
562	3.95079686
563	3.948905722
564	3.944525446
565	3.942298789
566	3.939355311
567	3.937340771
568	3.935136846
569	3.93284698
570	3.928856132
571	3.926814843
572	3.925510995
573	3.923536484
574	3.920832109
575	3.919310772
576	3.917588275
577	3.913855808
578	3.911475355
579	3.909465215
580	3.907479089
581	3.906159039
582	3.9037757
583	3.901942928
584	3.899963583
585	3.89752148
586	3.895943193
587	3.894267093
588	3.893379932
589	3.891740393
590	3.890758257
591	3.887345765
592	3.884956002
593	3.882552234
594	3.881266122
595	3.880631821
596	3.876322361
597	3.875719523
598	3.87272159
599	3.870495978
600	3.869060101
601	3.867713342
602	3.864319598
603	3.861217177
604	3.859202473
605	3.85792541
606	3.855254213
607	3.854052514
608	3.851824541
609	3.848735779
610	3.846869229
611	3.844057536
612	3.842612565
613	3.840972805
614	3.838333826
615	3.835584545
616	3.832427676
617	3.82972451
618	3.826855809
619	3.82576626
620	3.8229116
621	3.819273896
622	3.816819557
623	3.814745406
624	3.811672753
625	3.81036426
626	3.809587582
627	3.806884261
628	3.803240179
629	3.801770752
630	3.800119384
631	3.799209515
632	3.795478257
633	3.792889025
634	3.790769849
635	3.788447468
636	3.785829042
637	3.782503758
638	3.779652836
639	3.779167379
640	3.776407702
641	3.774545361
642	3.77275863
643	3.770173014
644	3.767255546
645	3.765253898
646	3.762570045
647	3.759232746
648	3.757878678
649	3.755967292
650	3.753524431
651	3.751946147
652	3.749525164
653	3.748486736
654	3.746950597
655	3.744586246
656	3.743056086
657	3.741471594
658	3.739779859
659	3.738103445
660	3.734824336
661	3.732606313
662	3.731140924
663	3.729010025
664	3.726934813
665	3.72561437
666	3.724303887
667	3.720257716
668	3.718007881
669	3.715658023
670	3.713611864
671	3.710822566
672	3.709574511
673	3.706099035
674	3.704381627
675	3.700562172
676	3.698240102
677	3.695005354
678	3.692006261
679	3.689622199
680	3.688168288
681	3.68664289
682	3.684636109
683	3.680361293
684	3.679000331
685	3.677020599
686	3.67669512
687	3.674723209
688	3.672115454
689	3.669916054
690	3.667643684
691	3.666320528
692	3.664456778
693	3.662283601
694	3.660585549
695	3.658371554
696	3.655284181
697	3.65290282
698	3.651992737
699	3.649824618
700	3.648106996
701	3.646596485
702	3.643808148
703	3.642019992
704	3.639380279
705	3.635623703
706	3.633023283
707	3.631853219
708	3.62989824
709	3.627589675
710	3.625425662
711	3.622732938
712	3.619543309
713	3.616764561
714	3.614072629
715	3.612845896
716	3.611075617
717	3.609261599
718	3.607487277
719	3.605516686
720	3.603596849
721	3.601727635
722	3.599896513
723	3.597999012
724	3.596290038
725	3.594723093
726	3.593091574
727	3.592292276
728	3.590990046
729	3.589182863
730	3.585872728
731	3.584210296
732	3.582534168
733	3.581592349
734	3.578318985
735	3.575878493
736	3.572661074
737	3.569932379
738	3.568605253
739	3.567015986
740	3.563202793
741	3.561489166
742	3.560076197
743	3.557199066
744	3.555474912
745	3.553331141
746	3.55029336
747	3.546856585
748	3.544501185
749	3.542847304
750	3.540129193
751	3.539139114
752	3.53766669
753	3.535962372
754	3.533431838
755	3.530166565
756	3.528031519
757	3.526409241
758	3.524886123
759	3.521743703
760	3.519506035
761	3.517905126
762	3.516256352
763	3.514679425
764	3.513422842
765	3.509827139
766	3.507336123
767	3.505325141
768	3.502345531
769	3.499638657
770	3.497429757
771	3.496527243
772	3.494197769
773	3.492216709
774	3.490335439
775	3.489067202
776	3.486944841
777	3.485540646
778	3.484887025
779	3.482415735
780	3.480329042
781	3.47670937
782	3.47536996
783	3.472571847
784	3.471238744
785	3.46885869
786	3.466929054
787	3.464933734
788	3.463161695
789	3.461339018
790	3.460805805
791	3.459365213
792	3.457078501
793	3.456543655
794	3.453435754
795	3.452806112
796	3.451372396
797	3.448683973
798	3.44657525
799	3.443995739
800	3.442297217
801	3.441573691
802	3.439174597
803	3.437124267
804	3.434395055
805	3.432381191
806	3.430971628
807	3.429705248
808	3.427898356
809	3.426817611
810	3.425645332
811	3.423953291
812	3.422578763
813	3.421775485
814	3.420382989
815	3.419213794
816	3.416960578
817	3.416057115
818	3.415189375
819	3.414718815
820	3.413453395
821	3.412452951
822	3.41094124
823	3.408659428
824	3.405640708
825	3.404964312
826	3.40260195
827	3.401293813
828	3.400489778
829	3.398602218
830	3.39655741
831	3.394322693
832	3.393163362
833	3.39069984
834	3.388722194
835	3.38514337
836	3.384262543
837	3.383375059
838	3.382167833
839	3.380585275
840	3.37899412
841	3.37659003
842	3.373333614
843	3.371703123
844	3.370151862
845	3.368506678
846	3.367786079
847	3.36487248
848	3.362931238
849	3.361709865
850	3.360924996
851	3.359077354
852	3.357917243
853	3.356109187
854	3.354557574
855	3.352991172
856	3.351647347
857	3.350710418
858	3.349833826
859	3.34891852
860	3.346456882
861	3.344621434
862	3.342466402
863	3.340447712
864	3.339687376
865	3.338869202
866	3.337701336
867	3.336542501
868	3.335541618
869	3.334601925
870	3.333712825
871	3.332082948
872	3.330632694
873	3.329470523
874	3.328481281
875	3.326435215
876	3.325068725
877	3.323000714
878	3.320514935
879	3.319505927
880	3.318387258
881	3.317221677
882	3.315980144
883	3.315211042
884	3.31260607
885	3.310998905
886	3.308308126
887	3.306834614
888	3.303906684
889	3.301373353
890	3.300218454
891	3.297435424
892	3.297110631
893	3.29600199
894	3.294918869
895	3.293809264
896	3.293637986
897	3.291616335
898	3.289078904
899	3.287671767
900	3.285948387
901	3.283837967
902	3.282622031
903	3.281881223
904	3.27995679
905	3.278545396
906	3.276689453
907	3.275507749
908	3.273037083
909	3.270521278
910	3.269137226
911	3.267476194
912	3.265595852
913	3.263874223
914	3.261255108
915	3.258902347
916	3.257711034
917	3.255832194
918	3.255107076
919	3.253409819
920	3.25163788
921	3.250159765
922	3.248406986
923	3.247302038
924	3.246076309
925	3.24399308
926	3.242694211
927	3.240507168
928	3.239077584
929	3.237672631
930	3.235914999
931	3.234668523
932	3.232232104
933	3.229322035
934	3.227785841
935	3.227261754
936	3.225437206
937	3.223302045
938	3.221907345
939	3.220274613
940	3.21872335
941	3.217216345
942	3.216414124
943	3.21519015
944	3.213370282
945	3.212531064
946	3.209392405
947	3.20750083
948	3.206213352
949	3.204003225
950	3.20196889
951	3.200863963
952	3.199103101
953	3.198749403
954	3.196462776
955	3.193363217
956	3.192496984
957	3.190644485
958	3.18912804
959	3.187209579
960	3.186165073
961	3.184572363
962	3.183421301
963	3.182036079
964	3.180001227
965	3.178279735
966	3.176369254
967	3.174746145
968	3.173798551
969	3.171481314
970	3.170914461
971	3.168633142
972	3.16750589
973	3.165854527
974	3.163766865
975	3.162571915
976	3.161811842
977	3.160401979
978	3.157519262
979	3.156136328
980	3.154664291
981	3.153496375
982	3.150823539
983	3.148871121
984	3.147445033
985	3.145996241
986	3.144286406
987	3.142997875
988	3.139168419
989	3.138051221
990	3.136212459
991	3.13497309
992	3.133069841
993	3.131174166
994	3.130069459
995	3.129214343
996	3.128143634
997	3.12686865
998	3.12519824
999	3.123357783
